Zeitstempel,Smartphone,Einfach QR,Einfach NFC,Einfach BT,Einfach URL,Einfach BLE,Einfach FB,Einfach Whatsapp,Einfach App,Nutzung QR,Nutzung NFC,Nutzung BT,Nutzung URL,Nutzung BLE,Nutzung FB,Nutzung Whatsapp,Nutzung App,Geschlecht,Alter,OS,Kettenhotel,IndivHotel,Kettenrestaurant,IndivRestaurant,KettenCafe,IndivCafe
8/15/2014 10:32:28,Ja,Befriedigend,Keine Angabe,Sehr gut,Gut,Keine Angabe,Keine Angabe,Gut,Keine Angabe,Wenige Male zum Ausprobieren,"Gar nicht, kenne ich nicht",mehrmals täglich,Wenige Male zum Ausprobieren,"Gar nicht, kenne ich nicht","Gar nicht, interessiert mich nicht",ca. 1 x pro Woche,Wenige Male zum Ausprobieren,männich,51 - 65,"iOS, z.B. Apple iPhone",ca. 1 x pro Monat,Selten,Selten,mehrmals pro Monat,Selten,mehrmals pro Monat
8/15/2014 11:12:11,Ja,Befriedigend,Keine Angabe,Keine Angabe,Sehr gut,Keine Angabe,Sehr gut,Sehr gut,Ungenügend,Wenige Male zum Ausprobieren,"Gar nicht, mein Handy kann das nicht",Wenige Male zum Ausprobieren,ca. 1 x pro Tag,"Gar nicht, mein Handy kann das nicht",ca. 1 x pro Tag,ca. 1 x pro Tag,"Gar nicht, interessiert mich nicht",männich,36 - 50,"Android, z.B. Samsung Galaxy",Selten,Selten,Selten,ca. 1 x pro Monat,ca. 1 x pro Monat,mehrmals pro Monat
8/15/2014 11:53:08,Ja,Befriedigend,Keine Angabe,Gut,Gut,Keine Angabe,Befriedigend,Gut,Gut,Wenige Male zum Ausprobieren,"Gar nicht, interessiert mich nicht",ca. 1 x pro Woche,ca. 1 x pro Monat,"Gar nicht, interessiert mich nicht",ca. 1 x pro Monat,ca. 1 x pro Woche,Wenige Male zum Ausprobieren,weiblich,36 - 50,"iOS, z.B. Apple iPhone",Gar nicht,Selten,Selten,Selten,ca. 1 x pro Jahr,ca. 1 x pro Monat
8/15/2014 11:59:39,Ja,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,"Gar nicht, mein Handy kann das nicht","Gar nicht, mein Handy kann das nicht",Wenige Male zum Ausprobieren,"Gar nicht, interessiert mich nicht","Gar nicht, interessiert mich nicht","Gar nicht, interessiert mich nicht","Gar nicht, interessiert mich nicht","Gar nicht, interessiert mich nicht",männich,26 - 35,"Windows, z.B. Nokia, HTC, etc.",Gar nicht,Gar nicht,Gar nicht,Gar nicht,Gar nicht,Gar nicht
8/15/2014 12:09:04,Ja,Befriedigend,Mangelhaft,Befriedigend,Mangelhaft,Mangelhaft,Gut,Sehr gut,Befriedigend,"Gar nicht, interessiert mich nicht","Gar nicht, kenne ich nicht",Wenige Male zum Ausprobieren,"Gar nicht, kenne ich nicht","Gar nicht, kenne ich nicht",mehrmals täglich,mehrmals täglich,Wenige Male zum Ausprobieren,weiblich,19 - 25,"Android, z.B. Samsung Galaxy",Gar nicht,Selten,Selten,ca. 1 x pro Monat,ca. 1 x pro Jahr,ca. 1 x pro Monat
8/15/2014 14:10:36,Ja,Sehr gut,Sehr gut,Gut,Gut,Keine Angabe,Keine Angabe,Gut,Gut,Wenige Male zum Ausprobieren,Wenige Male zum Ausprobieren,"Gar nicht, interessiert mich nicht",Wenige Male zum Ausprobieren,"Gar nicht, kenne ich nicht","Gar nicht, interessiert mich nicht",mehrmals täglich,Wenige Male zum Ausprobieren,männich,36 - 50,"iOS, z.B. Apple iPhone",ca. 1 x pro Jahr,ca. 1 x pro Jahr,ca. 1 x pro Jahr,mehrmals pro Monat,ca. 1 x pro Jahr,ca. 1 x pro Monat
8/15/2014 14:18:54,Ja,Keine Angabe,Keine Angabe,Befriedigend,Sehr gut,Keine Angabe,Keine Angabe,Keine Angabe,Gut,"Gar nicht, interessiert mich nicht","Gar nicht, interessiert mich nicht",Wenige Male zum Ausprobieren,mehrmals täglich,"Gar nicht, ich weiß nicht wie","Gar nicht, interessiert mich nicht","Gar nicht, interessiert mich nicht",ca. 1 x pro Monat,männich,51 - 65,"Android, z.B. Samsung Galaxy",ca. 1 x pro Monat,ca. 1 x pro Jahr,Selten,ca. 1 x pro Monat,Selten,ca. 1 x pro Monat
8/15/2014 15:35:09,Nein,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Sehr gut,,Keine Angabe,"Gar nicht, kenne ich nicht","Gar nicht, kenne ich nicht","Gar nicht, kenne ich nicht","Gar nicht, kenne ich nicht","Gar nicht, kenne ich nicht","Gar nicht, kenne ich nicht",mehrmals täglich,"Gar nicht, kenne ich nicht",weiblich,36 - 50,"iOS, z.B. Apple iPhone",Gar nicht,Selten,Gar nicht,ca. 1 x pro Jahr,ca. 1 x pro Jahr,ca. 1 x pro Monat
8/15/2014 18:06:42,Ja,Sehr gut,Keine Angabe,Befriedigend,Gut,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Wenige Male zum Ausprobieren,"Gar nicht, interessiert mich nicht","Gar nicht, interessiert mich nicht","Gar nicht, interessiert mich nicht","Gar nicht, interessiert mich nicht","Gar nicht, interessiert mich nicht","Gar nicht, interessiert mich nicht","Gar nicht, interessiert mich nicht",männich,36 - 50,"Android, z.B. Samsung Galaxy",Gar nicht,Gar nicht,Gar nicht,Selten,Gar nicht,Selten
8/15/2014 19:57:11,Ja,Keine Angabe,Keine Angabe,Gut,Keine Angabe,Keine Angabe,Sehr gut,Sehr gut,Keine Angabe,"Gar nicht, kenne ich nicht","Gar nicht, kenne ich nicht","Gar nicht, interessiert mich nicht","Gar nicht, kenne ich nicht","Gar nicht, kenne ich nicht",mehrmals täglich,mehrmals täglich,"Gar nicht, interessiert mich nicht",weiblich,26 - 35,"Android, z.B. Samsung Galaxy",Selten,Selten,Selten,ca. 1 x pro Monat,ca. 1 x pro Jahr,ca. 1 x pro Jahr
8/15/2014 20:23:48,Ja,Keine Angabe,Keine Angabe,Befriedigend,Gut,Keine Angabe,Befriedigend,Gut,Keine Angabe,"Gar nicht, ich weiß nicht wie","Gar nicht, kenne ich nicht",Wenige Male zum Ausprobieren,ca. 1 x pro Monat,"Gar nicht, kenne ich nicht",Wenige Male zum Ausprobieren,mehrmals täglich,"Gar nicht, kenne ich nicht",weiblich,19 - 25,"Windows, z.B. Nokia, HTC, etc.",ca. 1 x pro Jahr,ca. 1 x pro Jahr,Selten,ca. 1 x pro Monat,Selten,ca. 1 x pro Monat
8/15/2014 22:16:39,Ja,Ungenügend,Keine Angabe,Befriedigend,Keine Angabe,Keine Angabe,Gut,Sehr gut,Gut,Wenige Male zum Ausprobieren,"Gar nicht, kenne ich nicht",ca. 1 x pro Monat,Wenige Male zum Ausprobieren,"Gar nicht, kenne ich nicht",mehrmals täglich,mehrmals täglich,ca. 1 x pro Woche,weiblich,26 - 35,"Android, z.B. Samsung Galaxy",Selten,Selten,Selten,Selten,Selten,Selten
8/15/2014 23:25:14,Ja,Gut,Keine Angabe,Gut,Keine Angabe,Keine Angabe,Sehr gut,Sehr gut,Gut,Wenige Male zum Ausprobieren,"Gar nicht, interessiert mich nicht",ca. 1 x pro Monat,"Gar nicht, interessiert mich nicht","Gar nicht, kenne ich nicht",ca. 1 x pro Tag,mehrmals täglich,Wenige Male zum Ausprobieren,männich,26 - 35,"Android, z.B. Samsung Galaxy",Selten,Selten,Selten,Selten,Selten,Selten
8/16/2014 8:35:26,Ja,,Keine Angabe,Sehr gut,Keine Angabe,Keine Angabe,Keine Angabe,,Keine Angabe,"Gar nicht, kenne ich nicht","Gar nicht, kenne ich nicht",ca. 1 x pro Tag,"Gar nicht, kenne ich nicht","Gar nicht, kenne ich nicht","Gar nicht, kenne ich nicht",mehrmals täglich,"Gar nicht, ich weiß nicht wie",weiblich,36 - 50,"iOS, z.B. Apple iPhone",ca. 1 x pro Jahr,ca. 1 x pro Jahr,ca. 1 x pro Jahr,ca. 1 x pro Monat,ca. 1 x pro Jahr,ca. 1 x pro Monat
8/16/2014 9:24:44,Ja,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,"Gar nicht, kenne ich nicht","Gar nicht, kenne ich nicht","Gar nicht, ich weiß nicht wie","Gar nicht, ich weiß nicht wie","Gar nicht, kenne ich nicht","Gar nicht, mein Handy kann das nicht","Gar nicht, mein Handy kann das nicht","Gar nicht, mein Handy kann das nicht",männich,51 - 65,"Android, z.B. Samsung Galaxy",ca. 1 x pro Jahr,ca. 1 x pro Jahr,Selten,ca. 1 x pro Monat,Selten,Selten
8/16/2014 11:43:47,Nein,Sehr gut,Keine Angabe,Gut,Gut,Keine Angabe,Sehr gut,Sehr gut,Keine Angabe,"Gar nicht, mein Handy kann das nicht","Gar nicht, kenne ich nicht",ca. 1 x pro Monat,ca. 1 x pro Monat,"Gar nicht, kenne ich nicht","Gar nicht, mein Handy kann das nicht","Gar nicht, mein Handy kann das nicht","Gar nicht, mein Handy kann das nicht",weiblich,26 - 35,"iOS, z.B. Apple iPhone",ca. 1 x pro Jahr,Selten,ca. 1 x pro Jahr,ca. 1 x pro Jahr,Selten,ca. 1 x pro Jahr
8/16/2014 19:17:20,Ja,Befriedigend,Keine Angabe,Mangelhaft,Sehr gut,Keine Angabe,Gut,Sehr gut,Keine Angabe,Wenige Male zum Ausprobieren,"Gar nicht, kenne ich nicht","Gar nicht, kenne ich nicht",ca. 1 x pro Monat,"Gar nicht, kenne ich nicht",ca. 1 x pro Tag,mehrmals täglich,"Gar nicht, kenne ich nicht",männich,36 - 50,"iOS, z.B. Apple iPhone",Selten,Selten,Selten,Selten,ca. 1 x pro Jahr,mehrmals pro Monat
8/16/2014 19:58:06,Nein,Keine Angabe,Keine Angabe,Sehr gut,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,"Gar nicht, mein Handy kann das nicht","Gar nicht, mein Handy kann das nicht",Wenige Male zum Ausprobieren,"Gar nicht, mein Handy kann das nicht","Gar nicht, mein Handy kann das nicht","Gar nicht, mein Handy kann das nicht","Gar nicht, mein Handy kann das nicht","Gar nicht, mein Handy kann das nicht",weiblich,26 - 35,,Gar nicht,Selten,ca. 1 x pro Monat,ca. 1 x pro Jahr,ca. 1 x pro Jahr,ca. 1 x pro Monat
8/16/2014 21:16:23,Nein,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Gut,Keine Angabe,Keine Angabe,"Gar nicht, mein Handy kann das nicht","Gar nicht, mein Handy kann das nicht","Gar nicht, mein Handy kann das nicht","Gar nicht, mein Handy kann das nicht","Gar nicht, mein Handy kann das nicht",Wenige Male zum Ausprobieren,"Gar nicht, mein Handy kann das nicht","Gar nicht, interessiert mich nicht",weiblich,26 - 35,,Selten,ca. 1 x pro Jahr,Selten,ca. 1 x pro Monat,Selten,ca. 1 x pro Monat
8/17/2014 14:22:36,Ja,Sehr gut,Keine Angabe,Sehr gut,Sehr gut,Keine Angabe,Befriedigend,Sehr gut,Mangelhaft,ca. 1 x pro Monat,"Gar nicht, kenne ich nicht",ca. 1 x pro Tag,mehrmals täglich,"Gar nicht, kenne ich nicht",mehrmals täglich,mehrmals täglich,ca. 1 x pro Monat,männich,36 - 50,"iOS, z.B. Apple iPhone",ca. 1 x pro Jahr,ca. 1 x pro Jahr,ca. 1 x pro Jahr,ca. 1 x pro Jahr,ca. 1 x pro Jahr,ca. 1 x pro Jahr
8/17/2014 16:30:35,Ja,Sehr gut,Ungenügend,Befriedigend,Ungenügend,Ungenügend,Ungenügend,Ungenügend,Befriedigend,Wenige Male zum Ausprobieren,"Gar nicht, interessiert mich nicht",ca. 1 x pro Monat,"Gar nicht, interessiert mich nicht","Gar nicht, kenne ich nicht","Gar nicht, interessiert mich nicht","Gar nicht, interessiert mich nicht","Gar nicht, interessiert mich nicht",männich,36 - 50,"Android, z.B. Samsung Galaxy",Gar nicht,ca. 1 x pro Jahr,ca. 1 x pro Jahr,ca. 1 x pro Monat,ca. 1 x pro Jahr,ca. 1 x pro Monat
8/17/2014 20:39:35,Ja,,,,,,,,,Wenige Male zum Ausprobieren,"Gar nicht, kenne ich nicht",mehrmals täglich,"Gar nicht, kenne ich nicht","Gar nicht, kenne ich nicht","Gar nicht, kenne ich nicht","Gar nicht, kenne ich nicht","Gar nicht, ich weiß nicht wie",weiblich,36 - 50,"iOS, z.B. Apple iPhone",ca. 1 x pro Jahr,Selten,Gar nicht,Selten,Selten,Selten
8/18/2014 6:44:48,Ja,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,"Gar nicht, kenne ich nicht","Gar nicht, kenne ich nicht","Gar nicht, kenne ich nicht","Gar nicht, kenne ich nicht","Gar nicht, kenne ich nicht","Gar nicht, kenne ich nicht","Gar nicht, kenne ich nicht","Gar nicht, kenne ich nicht",männich,51 - 65,"Android, z.B. Samsung Galaxy",mehrmals pro Monat,Selten,ca. 1 x pro Monat,ca. 1 x pro Monat,ca. 1 x pro Jahr,ca. 1 x pro Monat
8/18/2014 7:21:47,Ja,Gut,Keine Angabe,Gut,Keine Angabe,Keine Angabe,Sehr gut,Sehr gut,Gut,Wenige Male zum Ausprobieren,"Gar nicht, kenne ich nicht",ca. 1 x pro Monat,Wenige Male zum Ausprobieren,"Gar nicht, kenne ich nicht",ca. 1 x pro Woche,mehrmals täglich,Wenige Male zum Ausprobieren,weiblich,26 - 35,"Android, z.B. Samsung Galaxy",ca. 1 x pro Jahr,ca. 1 x pro Jahr,ca. 1 x pro Monat,ca. 1 x pro Monat,ca. 1 x pro Monat,ca. 1 x pro Monat
8/18/2014 11:00:53,Ja,Gut,Keine Angabe,Gut,Keine Angabe,Keine Angabe,Ungenügend,,Befriedigend,Wenige Male zum Ausprobieren,"Gar nicht, interessiert mich nicht",Wenige Male zum Ausprobieren,"Gar nicht, interessiert mich nicht","Gar nicht, kenne ich nicht","Gar nicht, interessiert mich nicht",mehrmals täglich,Wenige Male zum Ausprobieren,weiblich,26 - 35,"Android, z.B. Samsung Galaxy",ca. 1 x pro Jahr,Selten,ca. 1 x pro Monat,ca. 1 x pro Monat,Selten,
8/18/2014 11:02:16,Ja,Gut,Keine Angabe,Sehr gut,Gut,Keine Angabe,Keine Angabe,Gut,Gut,Wenige Male zum Ausprobieren,"Gar nicht, kenne ich nicht",mehrmals täglich,ca. 1 x pro Monat,"Gar nicht, interessiert mich nicht","Gar nicht, interessiert mich nicht",ca. 1 x pro Tag,ca. 1 x pro Tag,weiblich,51 - 65,"iOS, z.B. Apple iPhone",Selten,ca. 1 x pro Monat,Gar nicht,mehrmals pro Monat,Selten,ca. 1 x pro Monat
8/18/2014 12:08:50,Ja,Sehr gut,Keine Angabe,Mangelhaft,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,ca. 1 x pro Monat,Wenige Male zum Ausprobieren,"Gar nicht, interessiert mich nicht","Gar nicht, kenne ich nicht","Gar nicht, kenne ich nicht","Gar nicht, interessiert mich nicht","Gar nicht, interessiert mich nicht","Gar nicht, kenne ich nicht",männich,51 - 65,"Android, z.B. Samsung Galaxy",Selten,Selten,Selten,mehrmals pro Monat,ca. 1 x pro Monat,ca. 1 x pro Monat
8/18/2014 13:50:06,Ja,Gut,Keine Angabe,Gut,Sehr gut,Keine Angabe,Sehr gut,Sehr gut,Sehr gut,Wenige Male zum Ausprobieren,"Gar nicht, mein Handy kann das nicht",ca. 1 x pro Monat,Wenige Male zum Ausprobieren,"Gar nicht, kenne ich nicht",mehrmals täglich,mehrmals täglich,ca. 1 x pro Monat,männich,19 - 25,"Android, z.B. Samsung Galaxy",Gar nicht,Gar nicht,Gar nicht,ca. 1 x pro Jahr,mehrmals pro Monat,mehrmals pro Monat
8/18/2014 17:08:56,Ja,Keine Angabe,Keine Angabe,Befriedigend,Gut,Keine Angabe,Keine Angabe,Sehr gut,Keine Angabe,"Gar nicht, interessiert mich nicht","Gar nicht, interessiert mich nicht",ca. 1 x pro Tag,ca. 1 x pro Tag,"Gar nicht, interessiert mich nicht","Gar nicht, interessiert mich nicht",mehrmals täglich,"Gar nicht, interessiert mich nicht",weiblich,36 - 50,"iOS, z.B. Apple iPhone",Selten,Selten,ca. 1 x pro Monat,mehrmals pro Monat,mehrmals pro Monat,ca. 1 x pro Monat
8/18/2014 19:48:57,Ja,Keine Angabe,Keine Angabe,Sehr gut,Gut,Keine Angabe,Keine Angabe,Gut,Keine Angabe,"Gar nicht, interessiert mich nicht","Gar nicht, kenne ich nicht",mehrmals täglich,ca. 1 x pro Tag,"Gar nicht, kenne ich nicht","Gar nicht, interessiert mich nicht",ca. 1 x pro Woche,ca. 1 x pro Monat,männich,36 - 50,"iOS, z.B. Apple iPhone",Selten,ca. 1 x pro Monat,Gar nicht,ca. 1 x pro Monat,ca. 1 x pro Jahr,ca. 1 x pro Jahr
8/18/2014 21:34:32,Ja,Sehr gut,Keine Angabe,Sehr gut,Sehr gut,Keine Angabe,Gut,Gut,Keine Angabe,Wenige Male zum Ausprobieren,"Gar nicht, ich weiß nicht wie",ca. 1 x pro Tag,ca. 1 x pro Woche,"Gar nicht, kenne ich nicht",ca. 1 x pro Woche,mehrmals täglich,"Gar nicht, kenne ich nicht",männich,26 - 35,"iOS, z.B. Apple iPhone",Selten,Selten,Selten,Selten,Selten,Selten
8/18/2014 21:42:59,Ja,Gut,Mangelhaft,Sehr gut,Befriedigend,Befriedigend,Ungenügend,Befriedigend,Befriedigend,"Gar nicht, interessiert mich nicht","Gar nicht, interessiert mich nicht",mehrmals täglich,"Gar nicht, interessiert mich nicht","Gar nicht, interessiert mich nicht","Gar nicht, interessiert mich nicht",ca. 1 x pro Tag,Wenige Male zum Ausprobieren,männich,26 - 35,"Android, z.B. Samsung Galaxy",ca. 1 x pro Monat,Selten,ca. 1 x pro Jahr,ca. 1 x pro Monat,Selten,Selten
8/18/2014 22:16:15,Ja,Gut,Keine Angabe,Sehr gut,Keine Angabe,Keine Angabe,Keine Angabe,Sehr gut,Gut,Wenige Male zum Ausprobieren,"Gar nicht, ich weiß nicht wie",mehrmals täglich,"Gar nicht, kenne ich nicht","Gar nicht, kenne ich nicht","Gar nicht, interessiert mich nicht",mehrmals täglich,ca. 1 x pro Monat,weiblich,36 - 50,"iOS, z.B. Apple iPhone",Selten,ca. 1 x pro Jahr,Selten,ca. 1 x pro Monat,Selten,mehrmals pro Monat
8/18/2014 22:33:52,Ja,Sehr gut,Befriedigend,Ungenügend,Keine Angabe,Keine Angabe,Sehr gut,Sehr gut,Keine Angabe,Wenige Male zum Ausprobieren,"Gar nicht, mein Handy kann das nicht","Gar nicht, interessiert mich nicht","Gar nicht, interessiert mich nicht","Gar nicht, kenne ich nicht",mehrmals täglich,mehrmals täglich,"Gar nicht, interessiert mich nicht",männich,16 - 18,"iOS, z.B. Apple iPhone",Selten,Selten,ca. 1 x pro Monat,ca. 1 x pro Jahr,ca. 1 x pro Jahr,Selten
8/19/2014 8:39:29,Ja,Gut,Keine Angabe,Gut,Gut,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Wenige Male zum Ausprobieren,"Gar nicht, interessiert mich nicht",ca. 1 x pro Monat,ca. 1 x pro Woche,"Gar nicht, mein Handy kann das nicht","Gar nicht, mein Handy kann das nicht","Gar nicht, mein Handy kann das nicht","Gar nicht, mein Handy kann das nicht",,36 - 50,"Windows, z.B. Nokia, HTC, etc.",Gar nicht,Gar nicht,ca. 1 x pro Jahr,ca. 1 x pro Monat,mehrmals pro Monat,mehrmals pro Monat
8/19/2014 9:22:55,Ja,Keine Angabe,Keine Angabe,Sehr gut,Sehr gut,Keine Angabe,Gut,Sehr gut,Keine Angabe,Wenige Male zum Ausprobieren,Wenige Male zum Ausprobieren,ca. 1 x pro Woche,ca. 1 x pro Woche,"Gar nicht, kenne ich nicht",ca. 1 x pro Tag,ca. 1 x pro Tag,Wenige Male zum Ausprobieren,weiblich,36 - 50,"iOS, z.B. Apple iPhone",ca. 1 x pro Jahr,ca. 1 x pro Jahr,ca. 1 x pro Jahr,ca. 1 x pro Jahr,ca. 1 x pro Monat,ca. 1 x pro Monat
8/19/2014 9:25:45,Ja,Gut,Keine Angabe,Sehr gut,Gut,Keine Angabe,Befriedigend,Sehr gut,Keine Angabe,Wenige Male zum Ausprobieren,"Gar nicht, kenne ich nicht",ca. 1 x pro Woche,"Gar nicht, interessiert mich nicht","Gar nicht, kenne ich nicht",ca. 1 x pro Tag,mehrmals täglich,"Gar nicht, kenne ich nicht",männich,19 - 25,"Android, z.B. Samsung Galaxy",Selten,ca. 1 x pro Monat,Selten,ca. 1 x pro Monat,Selten,Selten
8/19/2014 9:55:56,Ja,Befriedigend,Keine Angabe,Gut,Sehr gut,Keine Angabe,Sehr gut,Sehr gut,Keine Angabe,Wenige Male zum Ausprobieren,"Gar nicht, mein Handy kann das nicht",ca. 1 x pro Monat,ca. 1 x pro Monat,"Gar nicht, kenne ich nicht",mehrmals täglich,mehrmals täglich,"Gar nicht, interessiert mich nicht",männich,26 - 35,"iOS, z.B. Apple iPhone",Selten,Selten,Selten,ca. 1 x pro Jahr,Gar nicht,ca. 1 x pro Monat
8/20/2014 7:53:42,Ja,Gut,Keine Angabe,Gut,Gut,Keine Angabe,Keine Angabe,Gut,Keine Angabe,"Gar nicht, interessiert mich nicht","Gar nicht, interessiert mich nicht",ca. 1 x pro Woche,ca. 1 x pro Woche,"Gar nicht, kenne ich nicht","Gar nicht, interessiert mich nicht",mehrmals täglich,"Gar nicht, interessiert mich nicht",männich,36 - 50,"Android, z.B. Samsung Galaxy",ca. 1 x pro Jahr,ca. 1 x pro Jahr,,ca. 1 x pro Jahr,Selten,Selten
8/20/2014 7:58:43,Ja,Keine Angabe,Keine Angabe,Befriedigend,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,"Gar nicht, kenne ich nicht","Gar nicht, kenne ich nicht",Wenige Male zum Ausprobieren,"Gar nicht, interessiert mich nicht","Gar nicht, kenne ich nicht","Gar nicht, interessiert mich nicht","Gar nicht, interessiert mich nicht","Gar nicht, interessiert mich nicht",männich,51 - 65,"Android, z.B. Samsung Galaxy",ca. 1 x pro Jahr,ca. 1 x pro Jahr,Selten,mehrmals pro Monat,Gar nicht,ca. 1 x pro Monat
8/20/2014 8:25:21,Ja,Sehr gut,Keine Angabe,Gut,Keine Angabe,Keine Angabe,Keine Angabe,Sehr gut,Keine Angabe,Wenige Male zum Ausprobieren,"Gar nicht, kenne ich nicht",Wenige Male zum Ausprobieren,"Gar nicht, kenne ich nicht","Gar nicht, kenne ich nicht","Gar nicht, interessiert mich nicht",mehrmals täglich,"Gar nicht, interessiert mich nicht",männich,26 - 35,"Android, z.B. Samsung Galaxy",Selten,ca. 1 x pro Jahr,ca. 1 x pro Jahr,ca. 1 x pro Monat,ca. 1 x pro Monat,mehrmals pro Monat
8/20/2014 8:47:22,Nein,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,,Keine Angabe,"Gar nicht, mein Handy kann das nicht","Gar nicht, mein Handy kann das nicht","Gar nicht, mein Handy kann das nicht","Gar nicht, mein Handy kann das nicht","Gar nicht, mein Handy kann das nicht","Gar nicht, mein Handy kann das nicht","Gar nicht, mein Handy kann das nicht","Gar nicht, mein Handy kann das nicht",männich,36 - 50,,Gar nicht,Selten,Gar nicht,ca. 1 x pro Jahr,Gar nicht,ca. 1 x pro Monat
8/20/2014 12:09:09,Nein,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,"Gar nicht, kenne ich nicht","Gar nicht, kenne ich nicht","Gar nicht, ich weiß nicht wie","Gar nicht, mein Handy kann das nicht","Gar nicht, mein Handy kann das nicht","Gar nicht, mein Handy kann das nicht","Gar nicht, mein Handy kann das nicht","Gar nicht, mein Handy kann das nicht",weiblich,36 - 50,,Gar nicht,Selten,Gar nicht,ca. 1 x pro Monat,ca. 1 x pro Monat,mehrmals pro Monat
