Zeitstempel,Smartphone,Einfach QR,Einfach NFC,Einfach BT,Einfach URL,Einfach BLE,Einfach FB,Einfach Whatsapp,Einfach App,Nutzung QR,Nutzung NFC,Nutzung BT,Nutzung URL,Nutzung BLE,Nutzung FB,Nutzung Whatsapp,Nutzung App,Geschlecht,Alter,OS,Kettenhotel,IndivHotel,Kettenrestaurant,IndivRestaurant,KettenCafe,IndivCafe
8/20/2014 13:45:01,Ja,Keine Angabe,Keine Angabe,Befriedigend,Keine Angabe,Keine Angabe,Keine Angabe,Sehr gut,Keine Angabe,Wenige Male zum Ausprobieren,"Gar nicht, interessiert mich nicht",ca. 1 x pro Monat,"Gar nicht, interessiert mich nicht","Gar nicht, interessiert mich nicht","Gar nicht, interessiert mich nicht",mehrmals täglich,"Gar nicht, interessiert mich nicht",männich,26 - 35,"Windows, z.B. Nokia, HTC, etc.",Selten,Selten,ca. 1 x pro Jahr,ca. 1 x pro Monat,ca. 1 x pro Jahr,ca. 1 x pro Monat
8/20/2014 13:51:48,Ja,Keine Angabe,Keine Angabe,Sehr gut,Keine Angabe,Keine Angabe,Keine Angabe,Sehr gut,Keine Angabe,"Gar nicht, kenne ich nicht","Gar nicht, kenne ich nicht",ca. 1 x pro Tag,"Gar nicht, interessiert mich nicht","Gar nicht, kenne ich nicht","Gar nicht, interessiert mich nicht",ca. 1 x pro Tag,"Gar nicht, interessiert mich nicht",weiblich,36 - 50,"iOS, z.B. Apple iPhone",Selten,ca. 1 x pro Jahr,ca. 1 x pro Jahr,ca. 1 x pro Jahr,Gar nicht,Selten
8/20/2014 14:28:14,Ja,Gut,Gut,Gut,Mangelhaft,Keine Angabe,Ungenügend,Gut,Keine Angabe,"Gar nicht, interessiert mich nicht","Gar nicht, interessiert mich nicht",mehrmals täglich,"Gar nicht, interessiert mich nicht","Gar nicht, kenne ich nicht","Gar nicht, interessiert mich nicht",mehrmals täglich,"Gar nicht, interessiert mich nicht",männich,26 - 35,"Android, z.B. Samsung Galaxy",Selten,ca. 1 x pro Jahr,ca. 1 x pro Jahr,ca. 1 x pro Monat,ca. 1 x pro Jahr,ca. 1 x pro Monat
8/20/2014 19:12:14,Ja,Gut,Keine Angabe,Befriedigend,Gut,Keine Angabe,Keine Angabe,Gut,Gut,Wenige Male zum Ausprobieren,"Gar nicht, kenne ich nicht",ca. 1 x pro Tag,ca. 1 x pro Monat,"Gar nicht, kenne ich nicht","Gar nicht, ich weiß nicht wie",ca. 1 x pro Monat,"Gar nicht, mein Handy kann das nicht",männich,51 - 65,"iOS, z.B. Apple iPhone",Selten,Selten,Selten,ca. 1 x pro Monat,Selten,ca. 1 x pro Monat
8/20/2014 21:40:22,Ja,Sehr gut,Keine Angabe,Sehr gut,Sehr gut,Keine Angabe,Keine Angabe,Sehr gut,Befriedigend,Wenige Male zum Ausprobieren,"Gar nicht, kenne ich nicht",Wenige Male zum Ausprobieren,"Gar nicht, interessiert mich nicht","Gar nicht, kenne ich nicht","Gar nicht, interessiert mich nicht",mehrmals täglich,Wenige Male zum Ausprobieren,männich,26 - 35,"Android, z.B. Samsung Galaxy",ca. 1 x pro Jahr,ca. 1 x pro Jahr,ca. 1 x pro Jahr,ca. 1 x pro Monat,ca. 1 x pro Monat,mehrmals pro Monat
8/20/2014 21:55:36,Ja,Keine Angabe,Keine Angabe,Gut,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,"Gar nicht, ich weiß nicht wie","Gar nicht, kenne ich nicht",ca. 1 x pro Woche,"Gar nicht, kenne ich nicht","Gar nicht, kenne ich nicht","Gar nicht, interessiert mich nicht","Gar nicht, interessiert mich nicht","Gar nicht, interessiert mich nicht",männich,51 - 65,"Android, z.B. Samsung Galaxy",ca. 1 x pro Jahr,ca. 1 x pro Jahr,Selten,ca. 1 x pro Monat,Selten,ca. 1 x pro Monat
8/21/2014 7:35:47,Ja,Keine Angabe,Keine Angabe,Gut,Keine Angabe,Keine Angabe,Gut,Sehr gut,Keine Angabe,"Gar nicht, kenne ich nicht","Gar nicht, kenne ich nicht",ca. 1 x pro Woche,"Gar nicht, kenne ich nicht","Gar nicht, kenne ich nicht",ca. 1 x pro Woche,mehrmals täglich,Wenige Male zum Ausprobieren,weiblich,26 - 35,"iOS, z.B. Apple iPhone",Selten,Selten,Selten,ca. 1 x pro Monat,ca. 1 x pro Monat,ca. 1 x pro Monat
8/21/2014 8:47:04,Ja,Gut,Keine Angabe,Gut,Sehr gut,Keine Angabe,Keine Angabe,Befriedigend,Keine Angabe,Wenige Male zum Ausprobieren,"Gar nicht, mein Handy kann das nicht",mehrmals täglich,mehrmals täglich,"Gar nicht, kenne ich nicht","Gar nicht, interessiert mich nicht",mehrmals täglich,"Gar nicht, kenne ich nicht",männich,36 - 50,"iOS, z.B. Apple iPhone",ca. 1 x pro Jahr,ca. 1 x pro Jahr,ca. 1 x pro Jahr,ca. 1 x pro Monat,ca. 1 x pro Jahr,ca. 1 x pro Monat
8/21/2014 12:20:55,Ja,Sehr gut,Keine Angabe,Befriedigend,Gut,Keine Angabe,Keine Angabe,Gut,Keine Angabe,ca. 1 x pro Monat,"Gar nicht, interessiert mich nicht",Wenige Male zum Ausprobieren,ca. 1 x pro Monat,"Gar nicht, kenne ich nicht","Gar nicht, interessiert mich nicht",mehrmals täglich,"Gar nicht, interessiert mich nicht",weiblich,26 - 35,"Android, z.B. Samsung Galaxy",ca. 1 x pro Monat,ca. 1 x pro Jahr,ca. 1 x pro Monat,ca. 1 x pro Jahr,ca. 1 x pro Jahr,ca. 1 x pro Monat
8/21/2014 15:18:08,Ja,Keine Angabe,Keine Angabe,Befriedigend,Keine Angabe,Keine Angabe,Keine Angabe,Gut,Keine Angabe,"Gar nicht, interessiert mich nicht","Gar nicht, interessiert mich nicht",Wenige Male zum Ausprobieren,"Gar nicht, interessiert mich nicht","Gar nicht, kenne ich nicht","Gar nicht, interessiert mich nicht",ca. 1 x pro Woche,"Gar nicht, interessiert mich nicht",männich,36 - 50,"Android, z.B. Samsung Galaxy",Gar nicht,Selten,Gar nicht,ca. 1 x pro Monat,Gar nicht,ca. 1 x pro Monat
8/21/2014 20:42:45,Ja,Sehr gut,Sehr gut,Sehr gut,Keine Angabe,Keine Angabe,Befriedigend,Keine Angabe,Keine Angabe,ca. 1 x pro Monat,"Gar nicht, mein Handy kann das nicht",ca. 1 x pro Monat,"Gar nicht, kenne ich nicht","Gar nicht, kenne ich nicht",mehrmals täglich,"Gar nicht, interessiert mich nicht","Gar nicht, interessiert mich nicht",weiblich,36 - 50,"iOS, z.B. Apple iPhone",ca. 1 x pro Jahr,Selten,ca. 1 x pro Jahr,ca. 1 x pro Jahr,ca. 1 x pro Monat,ca. 1 x pro Jahr
8/22/2014 8:55:01,Ja,Keine Angabe,Keine Angabe,Sehr gut,Gut,Keine Angabe,Keine Angabe,Gut,Keine Angabe,"Gar nicht, interessiert mich nicht","Gar nicht, kenne ich nicht",ca. 1 x pro Tag,ca. 1 x pro Tag,"Gar nicht, kenne ich nicht","Gar nicht, interessiert mich nicht",mehrmals täglich,Wenige Male zum Ausprobieren,männich,26 - 35,"iOS, z.B. Apple iPhone",Gar nicht,ca. 1 x pro Jahr,ca. 1 x pro Monat,ca. 1 x pro Jahr,ca. 1 x pro Monat,ca. 1 x pro Jahr
8/22/2014 11:02:26,Ja,Gut,Keine Angabe,Gut,Gut,Keine Angabe,Keine Angabe,Gut,Keine Angabe,Wenige Male zum Ausprobieren,Wenige Male zum Ausprobieren,ca. 1 x pro Tag,ca. 1 x pro Tag,"Gar nicht, kenne ich nicht","Gar nicht, interessiert mich nicht",mehrmals täglich,"Gar nicht, interessiert mich nicht",weiblich,26 - 35,"Android, z.B. Samsung Galaxy",Gar nicht,ca. 1 x pro Jahr,ca. 1 x pro Monat,ca. 1 x pro Monat,ca. 1 x pro Monat,ca. 1 x pro Monat
8/22/2014 17:32:31,Ja,Gut,Keine Angabe,Mangelhaft,Mangelhaft,Keine Angabe,Befriedigend,Sehr gut,Befriedigend,ca. 1 x pro Monat,"Gar nicht, ich weiß nicht wie","Gar nicht, interessiert mich nicht","Gar nicht, interessiert mich nicht","Gar nicht, kenne ich nicht","Gar nicht, interessiert mich nicht",ca. 1 x pro Tag,ca. 1 x pro Monat,weiblich,19 - 25,"Android, z.B. Samsung Galaxy",mehrmals pro Monat,Selten,ca. 1 x pro Monat,ca. 1 x pro Monat,Selten,ca. 1 x pro Monat
8/22/2014 18:09:15,Ja,Sehr gut,Keine Angabe,Sehr gut,Gut,Keine Angabe,Keine Angabe,Gut,Keine Angabe,ca. 1 x pro Monat,"Gar nicht, kenne ich nicht",mehrmals täglich,Wenige Male zum Ausprobieren,"Gar nicht, kenne ich nicht","Gar nicht, kenne ich nicht",mehrmals täglich,"Gar nicht, kenne ich nicht",weiblich,36 - 50,"Android, z.B. Samsung Galaxy",Gar nicht,ca. 1 x pro Jahr,Gar nicht,mehrmals pro Monat,Selten,ca. 1 x pro Monat
8/23/2014 21:01:15,Nein,Gut,Keine Angabe,Gut,Gut,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Wenige Male zum Ausprobieren,"Gar nicht, kenne ich nicht",ca. 1 x pro Monat,ca. 1 x pro Monat,"Gar nicht, kenne ich nicht","Gar nicht, ich weiß nicht wie","Gar nicht, mein Handy kann das nicht","Gar nicht, interessiert mich nicht",männich,26 - 35,,ca. 1 x pro Jahr,ca. 1 x pro Jahr,ca. 1 x pro Jahr,ca. 1 x pro Monat,Gar nicht,mehrmals pro Monat
8/24/2014 18:06:19,Ja,Keine Angabe,Keine Angabe,Gut,Gut,Keine Angabe,Keine Angabe,Gut,Keine Angabe,"Gar nicht, interessiert mich nicht","Gar nicht, kenne ich nicht",ca. 1 x pro Monat,Wenige Male zum Ausprobieren,"Gar nicht, kenne ich nicht","Gar nicht, interessiert mich nicht",mehrmals täglich,"Gar nicht, kenne ich nicht",männich,26 - 35,"Android, z.B. Samsung Galaxy",ca. 1 x pro Jahr,Selten,ca. 1 x pro Jahr,ca. 1 x pro Monat,ca. 1 x pro Jahr,ca. 1 x pro Monat
8/25/2014 11:18:25,Ja,Keine Angabe,Keine Angabe,Gut,Keine Angabe,Keine Angabe,Gut,Gut,Keine Angabe,"Gar nicht, interessiert mich nicht","Gar nicht, kenne ich nicht",Wenige Male zum Ausprobieren,"Gar nicht, kenne ich nicht","Gar nicht, kenne ich nicht",ca. 1 x pro Monat,mehrmals täglich,Wenige Male zum Ausprobieren,weiblich,26 - 35,"Android, z.B. Samsung Galaxy",Selten,ca. 1 x pro Jahr,ca. 1 x pro Jahr,ca. 1 x pro Monat,ca. 1 x pro Jahr,ca. 1 x pro Jahr
8/26/2014 12:09:34,Ja,Sehr gut,Gut,Sehr gut,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,"Gar nicht, interessiert mich nicht","Gar nicht, interessiert mich nicht",Wenige Male zum Ausprobieren,"Gar nicht, ich weiß nicht wie","Gar nicht, kenne ich nicht","Gar nicht, interessiert mich nicht","Gar nicht, interessiert mich nicht","Gar nicht, interessiert mich nicht",männich,51 - 65,"Android, z.B. Samsung Galaxy",Selten,Selten,Selten,Selten,ca. 1 x pro Jahr,ca. 1 x pro Monat
8/26/2014 22:20:55,Ja,Gut,Mangelhaft,Befriedigend,Sehr gut,Mangelhaft,Keine Angabe,Keine Angabe,Gut,Wenige Male zum Ausprobieren,"Gar nicht, mein Handy kann das nicht",Wenige Male zum Ausprobieren,ca. 1 x pro Woche,"Gar nicht, kenne ich nicht",mehrmals täglich,mehrmals täglich,ca. 1 x pro Monat,männich,26 - 35,"Android, z.B. Samsung Galaxy",ca. 1 x pro Jahr,Selten,ca. 1 x pro Monat,ca. 1 x pro Monat,ca. 1 x pro Monat,ca. 1 x pro Monat
8/28/2014 10:46:03,Ja,Gut,Gut,Gut,Sehr gut,Keine Angabe,Gut,Gut,Keine Angabe,Wenige Male zum Ausprobieren,Wenige Male zum Ausprobieren,ca. 1 x pro Monat,ca. 1 x pro Woche,"Gar nicht, interessiert mich nicht",mehrmals täglich,mehrmals täglich,"Gar nicht, interessiert mich nicht",männich,19 - 25,"Android, z.B. Samsung Galaxy",Gar nicht,Selten,ca. 1 x pro Jahr,ca. 1 x pro Jahr,Selten,ca. 1 x pro Jahr
8/28/2014 15:18:15,Ja,Befriedigend,Keine Angabe,Sehr gut,Sehr gut,Keine Angabe,Befriedigend,Gut,Befriedigend,ca. 1 x pro Monat,"Gar nicht, kenne ich nicht",ca. 1 x pro Monat,ca. 1 x pro Monat,"Gar nicht, kenne ich nicht",ca. 1 x pro Woche,mehrmals täglich,ca. 1 x pro Monat,weiblich,26 - 35,"Windows, z.B. Nokia, HTC, etc.",ca. 1 x pro Jahr,Gar nicht,Selten,mehrmals pro Monat,ca. 1 x pro Jahr,mehrmals pro Monat
8/28/2014 23:14:29,Ja,Gut,Mangelhaft,Sehr gut,Gut,Befriedigend,Sehr gut,Sehr gut,Gut,Wenige Male zum Ausprobieren,"Gar nicht, mein Handy kann das nicht",mehrmals täglich,ca. 1 x pro Tag,Wenige Male zum Ausprobieren,mehrmals täglich,mehrmals täglich,mehrmals täglich,männich,26 - 35,"iOS, z.B. Apple iPhone",Selten,ca. 1 x pro Jahr,ca. 1 x pro Jahr,ca. 1 x pro Monat,Selten,ca. 1 x pro Monat
8/31/2014 9:23:03,Ja,Gut,Keine Angabe,Befriedigend,Sehr gut,Keine Angabe,Befriedigend,Gut,Keine Angabe,Wenige Male zum Ausprobieren,"Gar nicht, mein Handy kann das nicht",ca. 1 x pro Monat,Wenige Male zum Ausprobieren,"Gar nicht, kenne ich nicht",ca. 1 x pro Monat,ca. 1 x pro Woche,"Gar nicht, interessiert mich nicht",männich,26 - 35,"iOS, z.B. Apple iPhone",Selten,ca. 1 x pro Jahr,ca. 1 x pro Jahr,ca. 1 x pro Monat,ca. 1 x pro Jahr,mehrmals pro Monat
9/1/2014 12:31:35,Ja,Mangelhaft,Gut,Sehr gut,Gut,Keine Angabe,Befriedigend,Sehr gut,Mangelhaft,Wenige Male zum Ausprobieren,Wenige Male zum Ausprobieren,ca. 1 x pro Tag,ca. 1 x pro Woche,"Gar nicht, mein Handy kann das nicht",Wenige Male zum Ausprobieren,mehrmals täglich,Wenige Male zum Ausprobieren,männich,26 - 35,"Android, z.B. Samsung Galaxy",ca. 1 x pro Monat,Selten,Gar nicht,ca. 1 x pro Monat,Selten,ca. 1 x pro Monat
9/11/2014 7:48:48,Ja,Keine Angabe,Keine Angabe,Gut,Keine Angabe,Keine Angabe,Gut,Sehr gut,Gut,"Gar nicht, kenne ich nicht","Gar nicht, kenne ich nicht",ca. 1 x pro Monat,"Gar nicht, kenne ich nicht","Gar nicht, kenne ich nicht",ca. 1 x pro Tag,mehrmals täglich,ca. 1 x pro Woche,weiblich,26 - 35,"Android, z.B. Samsung Galaxy",Selten,Selten,ca. 1 x pro Monat,ca. 1 x pro Monat,ca. 1 x pro Monat,ca. 1 x pro Monat
9/12/2014 21:10:42,Ja,Sehr gut,Gut,Mangelhaft,Sehr gut,Keine Angabe,Gut,Sehr gut,Keine Angabe,Wenige Male zum Ausprobieren,"Gar nicht, interessiert mich nicht",ca. 1 x pro Monat,ca. 1 x pro Woche,"Gar nicht, kenne ich nicht",Wenige Male zum Ausprobieren,mehrmals täglich,"Gar nicht, interessiert mich nicht",männich,26 - 35,"Android, z.B. Samsung Galaxy",ca. 1 x pro Jahr,ca. 1 x pro Jahr,ca. 1 x pro Jahr,ca. 1 x pro Jahr,ca. 1 x pro Jahr,ca. 1 x pro Jahr
9/19/2014 20:54:13,Ja,Keine Angabe,Keine Angabe,Gut,Keine Angabe,Keine Angabe,Keine Angabe,Gut,Keine Angabe,"Gar nicht, kenne ich nicht","Gar nicht, interessiert mich nicht",Wenige Male zum Ausprobieren,"Gar nicht, kenne ich nicht","Gar nicht, kenne ich nicht","Gar nicht, interessiert mich nicht",ca. 1 x pro Tag,"Gar nicht, interessiert mich nicht",männich,26 - 35,"Android, z.B. Samsung Galaxy",Selten,ca. 1 x pro Jahr,Selten,ca. 1 x pro Monat,Selten,Selten
9/24/2014 9:58:23,,Gut,Keine Angabe,Befriedigend,Gut,Keine Angabe,Ungenügend,Ungenügend,Keine Angabe,"Gar nicht, interessiert mich nicht","Gar nicht, interessiert mich nicht",ca. 1 x pro Woche,ca. 1 x pro Woche,"Gar nicht, kenne ich nicht","Gar nicht, interessiert mich nicht","Gar nicht, interessiert mich nicht","Gar nicht, interessiert mich nicht",männich,26 - 35,"Android, z.B. Samsung Galaxy",Selten,Selten,Selten,Selten,Selten,mehrmals pro Monat
9/27/2014 20:53:51,Ja,Gut,Keine Angabe,Keine Angabe,Sehr gut,Keine Angabe,Befriedigend,Sehr gut,Gut,Wenige Male zum Ausprobieren,"Gar nicht, kenne ich nicht","Gar nicht, interessiert mich nicht",ca. 1 x pro Monat,"Gar nicht, kenne ich nicht","Gar nicht, interessiert mich nicht",ca. 1 x pro Tag,ca. 1 x pro Monat,männich,19 - 25,"iOS, z.B. Apple iPhone",ca. 1 x pro Jahr,ca. 1 x pro Jahr,ca. 1 x pro Monat,mehrmals pro Monat,Selten,mehrmals pro Monat
9/30/2014 15:15:12,Ja,Sehr gut,Gut,Sehr gut,Gut,Keine Angabe,Befriedigend,Gut,Keine Angabe,Wenige Male zum Ausprobieren,Wenige Male zum Ausprobieren,ca. 1 x pro Monat,ca. 1 x pro Monat,"Gar nicht, kenne ich nicht",ca. 1 x pro Tag,mehrmals täglich,"Gar nicht, ich weiß nicht wie",weiblich,36 - 50,"iOS, z.B. Apple iPhone",ca. 1 x pro Monat,Selten,ca. 1 x pro Jahr,ca. 1 x pro Monat,mehrmals pro Monat,mehrmals pro Monat
10/4/2014 10:28:10,Ja,Gut,Befriedigend,Sehr gut,Gut,Gut,Keine Angabe,Keine Angabe,Keine Angabe,Wenige Male zum Ausprobieren,"Gar nicht, mein Handy kann das nicht",mehrmals täglich,ca. 1 x pro Monat,ca. 1 x pro Tag,"Gar nicht, interessiert mich nicht","Gar nicht, interessiert mich nicht","Gar nicht, interessiert mich nicht",männich,36 - 50,"iOS, z.B. Apple iPhone",ca. 1 x pro Monat,ca. 1 x pro Monat,Selten,mehrmals pro Monat,Selten,mehrmals pro Monat
10/13/2014 15:10:52,Ja,Keine Angabe,Keine Angabe,Gut,Sehr gut,Keine Angabe,Gut,Ungenügend,Keine Angabe,"Gar nicht, interessiert mich nicht","Gar nicht, kenne ich nicht",Wenige Male zum Ausprobieren,mehrmals täglich,"Gar nicht, kenne ich nicht",ca. 1 x pro Tag,"Gar nicht, interessiert mich nicht","Gar nicht, interessiert mich nicht",weiblich,26 - 35,"Android, z.B. Samsung Galaxy",ca. 1 x pro Jahr,ca. 1 x pro Jahr,Selten,Selten,mehrmals pro Monat,mehrmals pro Monat
10/13/2014 18:25:07,Ja,Sehr gut,Keine Angabe,Befriedigend,Keine Angabe,Keine Angabe,Sehr gut,Sehr gut,Gut,"Gar nicht, interessiert mich nicht","Gar nicht, interessiert mich nicht","Gar nicht, interessiert mich nicht","Gar nicht, interessiert mich nicht","Gar nicht, interessiert mich nicht",mehrmals täglich,mehrmals täglich,ca. 1 x pro Monat,männich,19 - 25,"Android, z.B. Samsung Galaxy",ca. 1 x pro Jahr,ca. 1 x pro Jahr,ca. 1 x pro Jahr,ca. 1 x pro Jahr,Gar nicht,ca. 1 x pro Monat
10/13/2014 21:49:41,Ja,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Sehr gut,Sehr gut,Gut,"Gar nicht, interessiert mich nicht","Gar nicht, interessiert mich nicht","Gar nicht, interessiert mich nicht",Wenige Male zum Ausprobieren,"Gar nicht, interessiert mich nicht",mehrmals täglich,mehrmals täglich,"Gar nicht, interessiert mich nicht",weiblich,26 - 35,"iOS, z.B. Apple iPhone",mehrmals pro Monat,mehrmals pro Monat,mehrmals pro Monat,mehrmals pro Monat,mehrmals pro Monat,mehrmals pro Monat
10/13/2014 22:33:00,Nein,Befriedigend,Keine Angabe,Gut,Sehr gut,Sehr gut,Befriedigend,Gut,Sehr gut,ca. 1 x pro Woche,"Gar nicht, mein Handy kann das nicht",mehrmals täglich,mehrmals täglich,Wenige Male zum Ausprobieren,mehrmals täglich,mehrmals täglich,ca. 1 x pro Tag,männich,26 - 35,"iOS, z.B. Apple iPhone",Selten,ca. 1 x pro Jahr,ca. 1 x pro Monat,mehrmals pro Monat,ca. 1 x pro Monat,mehrmals pro Monat
10/13/2014 22:35:20,Ja,Befriedigend,Keine Angabe,Gut,Keine Angabe,Keine Angabe,Gut,Sehr gut,Keine Angabe,Wenige Male zum Ausprobieren,Wenige Male zum Ausprobieren,Wenige Male zum Ausprobieren,"Gar nicht, kenne ich nicht","Gar nicht, kenne ich nicht","Gar nicht, interessiert mich nicht",mehrmals täglich,"Gar nicht, kenne ich nicht",männich,36 - 50,"iOS, z.B. Apple iPhone",ca. 1 x pro Jahr,ca. 1 x pro Jahr,ca. 1 x pro Monat,ca. 1 x pro Monat,ca. 1 x pro Monat,ca. 1 x pro Monat
10/14/2014 7:44:37,Ja,Gut,Keine Angabe,Befriedigend,Befriedigend,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,ca. 1 x pro Monat,"Gar nicht, interessiert mich nicht","Gar nicht, interessiert mich nicht",Wenige Male zum Ausprobieren,"Gar nicht, kenne ich nicht","Gar nicht, interessiert mich nicht","Gar nicht, interessiert mich nicht","Gar nicht, kenne ich nicht",weiblich,26 - 35,"Android, z.B. Samsung Galaxy",Selten,ca. 1 x pro Jahr,Gar nicht,ca. 1 x pro Monat,Selten,ca. 1 x pro Monat
10/15/2014 5:53:34,Ja,Sehr gut,Keine Angabe,Mangelhaft,Keine Angabe,Keine Angabe,Befriedigend,Gut,Keine Angabe,Wenige Male zum Ausprobieren,"Gar nicht, kenne ich nicht",Wenige Male zum Ausprobieren,"Gar nicht, kenne ich nicht","Gar nicht, kenne ich nicht",mehrmals täglich,mehrmals täglich,"Gar nicht, interessiert mich nicht",weiblich,36 - 50,"Android, z.B. Samsung Galaxy",ca. 1 x pro Monat,Selten,ca. 1 x pro Jahr,mehrmals pro Monat,ca. 1 x pro Monat,mehrmals pro Monat
10/16/2014 12:29:16,Ja,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Befriedigend,Gut,Keine Angabe,"Gar nicht, interessiert mich nicht","Gar nicht, interessiert mich nicht","Gar nicht, interessiert mich nicht","Gar nicht, interessiert mich nicht","Gar nicht, interessiert mich nicht",ca. 1 x pro Woche,ca. 1 x pro Woche,"Gar nicht, interessiert mich nicht",weiblich,26 - 35,"Android, z.B. Samsung Galaxy",Gar nicht,Gar nicht,Gar nicht,Gar nicht,Gar nicht,Gar nicht
10/23/2014 16:57:29,Ja,Sehr gut,Keine Angabe,Gut,Keine Angabe,Keine Angabe,Gut,Sehr gut,Keine Angabe,ca. 1 x pro Monat,"Gar nicht, interessiert mich nicht",ca. 1 x pro Tag,Wenige Male zum Ausprobieren,"Gar nicht, interessiert mich nicht",mehrmals täglich,ca. 1 x pro Woche,Wenige Male zum Ausprobieren,männich,36 - 50,"Android, z.B. Samsung Galaxy",ca. 1 x pro Jahr,ca. 1 x pro Jahr,Gar nicht,mehrmals pro Monat,Gar nicht,mehrmals pro Monat
10/24/2014 16:54:36,Ja,Sehr gut,Keine Angabe,Gut,Gut,Keine Angabe,Sehr gut,Gut,Keine Angabe,Wenige Male zum Ausprobieren,"Gar nicht, kenne ich nicht",ca. 1 x pro Woche,ca. 1 x pro Monat,Wenige Male zum Ausprobieren,ca. 1 x pro Woche,ca. 1 x pro Woche,"Gar nicht, kenne ich nicht",männich,51 - 65,"iOS, z.B. Apple iPhone",ca. 1 x pro Jahr,ca. 1 x pro Monat,Selten,ca. 1 x pro Monat,Selten,Selten
11/4/2014 19:43:04,Nein,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,Keine Angabe,"Gar nicht, kenne ich nicht","Gar nicht, kenne ich nicht","Gar nicht, kenne ich nicht","Gar nicht, kenne ich nicht","Gar nicht, kenne ich nicht","Gar nicht, kenne ich nicht","Gar nicht, kenne ich nicht","Gar nicht, kenne ich nicht",männich,36 - 50,,,,,,,mehrmals pro Monat
11/12/2014 22:09:51,Ja,Sehr gut,Keine Angabe,Gut,Keine Angabe,Keine Angabe,Sehr gut,Sehr gut,Keine Angabe,Wenige Male zum Ausprobieren,"Gar nicht, interessiert mich nicht",ca. 1 x pro Monat,"Gar nicht, kenne ich nicht","Gar nicht, interessiert mich nicht",ca. 1 x pro Tag,mehrmals täglich,"Gar nicht, interessiert mich nicht",männich,26 - 35,"Android, z.B. Samsung Galaxy",ca. 1 x pro Jahr,ca. 1 x pro Jahr,ca. 1 x pro Jahr,ca. 1 x pro Monat,ca. 1 x pro Monat,ca. 1 x pro Monat
